movieId,title,genres,date,link,img_path
13,Balto,Adventure|Animation|Children,1995,https://www.imdb.com/title/tt0112453/?ref_=hm_tpks_tt_i_1_pd_tp13_pbr_ic,tt0112453.png
14,Nixon,Drama,1995,https://www.imdb.com/title/tt0113987/?ref_=hm_tpks_tt_i_1_pd_tp14_pbr_ic,tt0113987.png
15,Cutthroat Island,Action|Adventure|Romance,1995,https://www.imdb.com/title/tt0112760/?ref_=hm_tpks_tt_i_1_pd_tp15_pbr_ic,tt0112760.png
16,Casino,Crime|Drama,1995,https://www.imdb.com/title/tt0112641/?ref_=hm_tpks_tt_i_1_pd_tp16_pbr_ic,tt0112641.png
17,Sense and Sensibility,Drama|Romance,1995,https://www.imdb.com/title/tt0114388/?ref_=hm_tpks_tt_i_1_pd_tp17_pbr_ic,tt0114388.png
18,Four Rooms,Comedy,1995,https://www.imdb.com/title/tt0113101/?ref_=hm_tpks_tt_i_1_pd_tp18_pbr_ic,tt0113101.png
19,Ace Ventura: When Nature Calls,Comedy,1995,https://www.imdb.com/title/tt0112281/?ref_=hm_tpks_tt_i_1_pd_tp19_pbr_ic,tt0112281.png
20,Money Train,Action|Comedy|Crime|Drama|Thriller,1995,https://www.imdb.com/title/tt0113845/?ref_=hm_tpks_tt_i_1_pd_tp20_pbr_ic,tt0113845.png
21,Get Shorty,Comedy|Crime|Thriller,1995,https://www.imdb.com/title/tt0113161/?ref_=hm_tpks_tt_i_1_pd_tp21_pbr_ic,tt0113161.png
22,Copycat,Crime|Drama|Horror|Mystery|Thriller,1995,https://www.imdb.com/title/tt0112722/?ref_=hm_tpks_tt_i_1_pd_tp22_pbr_ic,tt0112722.png
23,Assassins,Action|Crime|Thriller,1995,https://www.imdb.com/title/tt0112401/?ref_=hm_tpks_tt_i_1_pd_tp23_pbr_ic,tt0112401.png
24,Powder,Drama|Sci-Fi,1995,https://www.imdb.com/title/tt0114168/?ref_=hm_tpks_tt_i_1_pd_tp24_pbr_ic,tt0114168.png
25,Leaving Las Vegas,Drama|Romance,1995,https://www.imdb.com/title/tt0113627/?ref_=hm_tpks_tt_i_1_pd_tp25_pbr_ic,tt0113627.png
26,Othello,Drama,1995,https://www.imdb.com/title/tt0114057/?ref_=hm_tpks_tt_i_1_pd_tp26_pbr_ic,tt0114057.png
27,Now and Then,Children|Drama,1995,https://www.imdb.com/title/tt0114011/?ref_=hm_tpks_tt_i_1_pd_tp27_pbr_ic,tt0114011.png
28,Persuasion,Drama|Romance,1995,https://www.imdb.com/title/tt0114117/?ref_=hm_tpks_tt_i_1_pd_tp28_pbr_ic,tt0114117.png
29,"City of Lost Children, The (Cit챕 des enfants perdus, La)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995,https://www.imdb.com/title/tt0112682/?ref_=hm_tpks_tt_i_1_pd_tp29_pbr_ic,tt0112682.png
30,Shanghai Triad (Yao a yao yao dao waipo qiao),Crime|Drama,1995,https://www.imdb.com/title/tt0115012/?ref_=hm_tpks_tt_i_1_pd_tp30_pbr_ic,tt0115012.png
31,Dangerous Minds,Drama,1995,https://www.imdb.com/title/tt0112792/?ref_=hm_tpks_tt_i_1_pd_tp31_pbr_ic,tt0112792.png
32,Twelve Monkeys (a.k.a. 12 Monkeys),Mystery|Sci-Fi|Thriller,1995,https://www.imdb.com/title/tt0114746/?ref_=hm_tpks_tt_i_1_pd_tp32_pbr_ic,tt0114746.png
34,Babe,Children|Drama,1995,https://www.imdb.com/title/tt0112431/?ref_=hm_tpks_tt_i_1_pd_tp33_pbr_ic,tt0112431.png
36,Dead Man Walking,Crime|Drama,1995,https://www.imdb.com/title/tt0112818/?ref_=hm_tpks_tt_i_1_pd_tp34_pbr_ic,tt0112818.png
38,It Takes Two,Children|Comedy,1995,https://www.imdb.com/title/tt0113442/?ref_=hm_tpks_tt_i_1_pd_tp35_pbr_ic,tt0113442.png
39,Clueless,Comedy|Romance,1995,https://www.imdb.com/title/tt0112697/?ref_=hm_tpks_tt_i_1_pd_tp36_pbr_ic,tt0112697.png
40,"Cry, the Beloved Country",Drama,1995,https://www.imdb.com/title/tt0112749/?ref_=hm_tpks_tt_i_1_pd_tp37_pbr_ic,tt0112749.png
41,Richard III,Drama|War,1995,https://www.imdb.com/title/tt0114279/?ref_=hm_tpks_tt_i_1_pd_tp38_pbr_ic,tt0114279.png
42,Dead Presidents,Action|Crime|Drama,1995,https://www.imdb.com/title/tt0112819/?ref_=hm_tpks_tt_i_1_pd_tp39_pbr_ic,tt0112819.png
43,Restoration,Drama,1995,https://www.imdb.com/title/tt0114272/?ref_=hm_tpks_tt_i_1_pd_tp40_pbr_ic,tt0114272.png
44,Mortal Kombat,Action|Adventure|Fantasy,1995,https://www.imdb.com/title/tt0113855/?ref_=hm_tpks_tt_i_1_pd_tp41_pbr_ic,tt0113855.png
45,To Die For,Comedy|Drama|Thriller,1995,https://www.imdb.com/title/tt0114681/?ref_=hm_tpks_tt_i_1_pd_tp42_pbr_ic,tt0114681.png
46,How to Make an American Quilt,Drama|Romance,1995,https://www.imdb.com/title/tt0113347/?ref_=hm_tpks_tt_i_1_pd_tp43_pbr_ic,tt0113347.png
47,Seven (a.k.a. Se7en),Mystery|Thriller,1995,https://www.imdb.com/title/tt0114369/?ref_=hm_tpks_tt_i_1_pd_tp44_pbr_ic,tt0114369.png
48,Pocahontas,Animation|Children|Drama|Musical|Romance,1995,https://www.imdb.com/title/tt0114148/?ref_=hm_tpks_tt_i_1_pd_tp45_pbr_ic,tt0114148.png
49,When Night Is Falling,Drama|Romance,1995,https://www.imdb.com/title/tt0114916/?ref_=hm_tpks_tt_i_1_pd_tp46_pbr_ic,tt0114916.png
50,"Usual Suspects, The",Crime|Mystery|Thriller,1995,https://www.imdb.com/title/tt0114814/?ref_=hm_tpks_tt_i_1_pd_tp47_pbr_ic,tt0114814.png
52,Mighty Aphrodite,Comedy|Drama|Romance,1995,https://www.imdb.com/title/tt0113819/?ref_=hm_tpks_tt_i_1_pd_tp48_pbr_ic,tt0113819.png
53,Lamerica,Adventure|Drama,1994,https://www.imdb.com/title/tt0110299/?ref_=hm_tpks_tt_i_1_pd_tp49_pbr_ic,tt0110299.png
54,"Big Green, The",Children|Comedy,1995,https://www.imdb.com/title/tt0112499/?ref_=hm_tpks_tt_i_1_pd_tp50_pbr_ic,tt0112499.png
55,Georgia,Drama,1995,https://www.imdb.com/title/tt0113158/?ref_=hm_tpks_tt_i_1_pd_tp51_pbr_ic,tt0113158.png
57,Home for the Holidays,Drama,1995,https://www.imdb.com/title/tt0113321/?ref_=hm_tpks_tt_i_1_pd_tp52_pbr_ic,tt0113321.png
58,"Postman, The (Postino, Il)",Comedy|Drama|Romance,1994,https://www.imdb.com/title/tt0110877/?ref_=hm_tpks_tt_i_1_pd_tp53_pbr_ic,tt0110877.png
60,"Indian in the Cupboard, The",Adventure|Children|Fantasy,1995,https://www.imdb.com/title/tt0113419/?ref_=hm_tpks_tt_i_1_pd_tp54_pbr_ic,tt0113419.png
61,Eye for an Eye,Drama|Thriller,1996,https://www.imdb.com/title/tt0116260/?ref_=hm_tpks_tt_i_1_pd_tp55_pbr_ic,tt0116260.png
62,Mr. Holland's Opus,Drama,1995,https://www.imdb.com/title/tt0113862/?ref_=hm_tpks_tt_i_1_pd_tp56_pbr_ic,tt0113862.png
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,1996,https://www.imdb.com/title/tt0116126/?ref_=hm_tpks_tt_i_1_pd_tp57_pbr_ic,tt0116126.png
64,Two if by Sea,Comedy|Romance,1996,https://www.imdb.com/title/tt0118002/?ref_=hm_tpks_tt_i_1_pd_tp58_pbr_ic,tt0118002.png
65,Bio-Dome,Comedy,1996,https://www.imdb.com/title/tt0115683/?ref_=hm_tpks_tt_i_1_pd_tp59_pbr_ic,tt0115683.png
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,1996,https://www.imdb.com/title/tt0116839/?ref_=hm_tpks_tt_i_1_pd_tp60_pbr_ic,tt0116839.png
68,French Twist (Gazon maudit),Comedy|Romance,1995,https://www.imdb.com/title/tt0113149/?ref_=hm_tpks_tt_i_1_pd_tp61_pbr_ic,tt0113149.png
69,Friday,Comedy,1995,https://www.imdb.com/title/tt0113118/?ref_=hm_tpks_tt_i_1_pd_tp62_pbr_ic,tt0113118.png
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1996,https://www.imdb.com/title/tt0116367/?ref_=hm_tpks_tt_i_1_pd_tp63_pbr_ic,tt0116367.png
71,Fair Game,Action,1995,https://www.imdb.com/title/tt0113010/?ref_=hm_tpks_tt_i_1_pd_tp64_pbr_ic,tt0113010.png
72,Kicking and Screaming,Comedy|Drama,1995,https://www.imdb.com/title/tt0113537/?ref_=hm_tpks_tt_i_1_pd_tp65_pbr_ic,tt0113537.png
73,"Mis챕rables, Les",Drama|War,1995,https://www.imdb.com/title/tt0113828/?ref_=hm_tpks_tt_i_1_pd_tp66_pbr_ic,tt0113828.png
74,Bed of Roses,Drama|Romance,1996,https://www.imdb.com/title/tt0115644/?ref_=hm_tpks_tt_i_1_pd_tp67_pbr_ic,tt0115644.png
75,Big Bully,Comedy|Drama,1996,https://www.imdb.com/title/tt0115676/?ref_=hm_tpks_tt_i_1_pd_tp68_pbr_ic,tt0115676.png
76,Screamers,Action|Sci-Fi|Thriller,1995,https://www.imdb.com/title/tt0114367/?ref_=hm_tpks_tt_i_1_pd_tp69_pbr_ic,tt0114367.png
77,Nico Icon,Documentary,1995,https://www.imdb.com/title/tt0113973/?ref_=hm_tpks_tt_i_1_pd_tp70_pbr_ic,tt0113973.png
78,"Crossing Guard, The",Action|Crime|Drama|Thriller,1995,https://www.imdb.com/title/tt0112744/?ref_=hm_tpks_tt_i_1_pd_tp71_pbr_ic,tt0112744.png
79,"Juror, The",Drama|Thriller,1996,https://www.imdb.com/title/tt0116731/?ref_=hm_tpks_tt_i_1_pd_tp72_pbr_ic,tt0116731.png
80,"White Balloon, The (Badkonake sefid)",Children|Drama,1995,https://www.imdb.com/title/tt0112445/?ref_=hm_tpks_tt_i_1_pd_tp73_pbr_ic,tt0112445.png
81,Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995,https://www.imdb.com/title/tt0114660/?ref_=hm_tpks_tt_i_1_pd_tp74_pbr_ic,tt0114660.png
82,Antonia's Line (Antonia),Comedy|Drama,1995,https://www.imdb.com/title/tt0112379/?ref_=hm_tpks_tt_i_1_pd_tp75_pbr_ic,tt0112379.png
83,Once Upon a Time... When We Were Colored,Drama|Romance,1995,https://www.imdb.com/title/tt0114039/?ref_=hm_tpks_tt_i_1_pd_tp76_pbr_ic,tt0114039.png
85,Angels and Insects,Drama|Romance,1995,https://www.imdb.com/title/tt0112365/?ref_=hm_tpks_tt_i_1_pd_tp77_pbr_ic,tt0112365.png
86,White Squall,Action|Adventure|Drama,1996,https://www.imdb.com/title/tt0118158/?ref_=hm_tpks_tt_i_1_pd_tp78_pbr_ic,tt0118158.png
87,Dunston Checks In,Children|Comedy,1996,https://www.imdb.com/title/tt0116151/?ref_=hm_tpks_tt_i_1_pd_tp79_pbr_ic,tt0116151.png
88,Black Sheep,Comedy,1996,https://www.imdb.com/title/tt0115697/?ref_=hm_tpks_tt_i_1_pd_tp80_pbr_ic,tt0115697.png
89,Nick of Time,Action|Thriller,1995,https://www.imdb.com/title/tt0113972/?ref_=hm_tpks_tt_i_1_pd_tp81_pbr_ic,tt0113972.png
92,Mary Reilly,Drama|Horror|Thriller,1996,https://www.imdb.com/title/tt0117002/?ref_=hm_tpks_tt_i_1_pd_tp82_pbr_ic,tt0117002.png
93,Vampire in Brooklyn,Comedy|Horror|Romance,1995,https://www.imdb.com/title/tt0114825/?ref_=hm_tpks_tt_i_1_pd_tp83_pbr_ic,tt0114825.png
94,Beautiful Girls,Comedy|Drama|Romance,1996,https://www.imdb.com/title/tt0115639/?ref_=hm_tpks_tt_i_1_pd_tp84_pbr_ic,tt0115639.png
95,Broken Arrow,Action|Adventure|Thriller,1996,https://www.imdb.com/title/tt0115759/?ref_=hm_tpks_tt_i_1_pd_tp85_pbr_ic,tt0115759.png
96,In the Bleak Midwinter,Comedy|Drama,1995,https://www.imdb.com/title/tt0113403/?ref_=hm_tpks_tt_i_1_pd_tp86_pbr_ic,tt0113403.png
97,"Hate (Haine, La)",Crime|Drama,1995,https://www.imdb.com/title/tt0113247/?ref_=hm_tpks_tt_i_1_pd_tp87_pbr_ic,tt0113247.png
99,Heidi Fleiss: Hollywood Madam,Documentary,1995,https://www.imdb.com/title/tt0113283/?ref_=hm_tpks_tt_i_1_pd_tp88_pbr_ic,tt0113283.png
100,City Hall,Drama|Thriller,1996,https://www.imdb.com/title/tt0115907/?ref_=hm_tpks_tt_i_1_pd_tp89_pbr_ic,tt0115907.png
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996,https://www.imdb.com/title/tt0115734/?ref_=hm_tpks_tt_i_1_pd_tp90_pbr_ic,tt0115734.png
102,Mr. Wrong,Comedy,1996,https://www.imdb.com/title/tt0117102/?ref_=hm_tpks_tt_i_1_pd_tp91_pbr_ic,tt0117102.png
103,Unforgettable,Mystery|Sci-Fi|Thriller,1996,https://www.imdb.com/title/tt0118040/?ref_=hm_tpks_tt_i_1_pd_tp92_pbr_ic,tt0118040.png
104,Happy Gilmore,Comedy,1996,https://www.imdb.com/title/tt0116483/?ref_=hm_tpks_tt_i_1_pd_tp93_pbr_ic,tt0116483.png
105,"Bridges of Madison County, The",Drama|Romance,1995,https://www.imdb.com/title/tt0112579/?ref_=hm_tpks_tt_i_1_pd_tp94_pbr_ic,tt0112579.png
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,1994,https://www.imdb.com/title/tt0110251/?ref_=hm_tpks_tt_i_1_pd_tp95_pbr_ic,tt0110251.png
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996,https://www.imdb.com/title/tt0117110/?ref_=hm_tpks_tt_i_1_pd_tp96_pbr_ic,tt0117110.png
108,Catwalk,Documentary,1996,https://www.imdb.com/title/tt0112646/?ref_=hm_tpks_tt_i_1_pd_tp97_pbr_ic,tt0112646.png
110,Braveheart,Action|Drama|War,1995,https://www.imdb.com/title/tt0112573/?ref_=hm_tpks_tt_i_1_pd_tp98_pbr_ic,tt0112573.png
111,Taxi Driver,Crime|Drama|Thriller,1976,https://www.imdb.com/title/tt0075314/?ref_=hm_tpks_tt_i_1_pd_tp99_pbr_ic,tt0075314.png
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995,https://www.imdb.com/title/tt0113326/?ref_=hm_tpks_tt_i_1_pd_tp100_pbr_ic,tt0113326.png
113,Before and After,Drama|Mystery,1996,https://www.imdb.com/title/tt0115645/?ref_=hm_tpks_tt_i_1_pd_tp101_pbr_ic,tt0115645.png
116,Anne Frank Remembered,Documentary,1995,https://www.imdb.com/title/tt0112373/?ref_=hm_tpks_tt_i_1_pd_tp102_pbr_ic,tt0112373.png
117,"Young Poisoner's Handbook, The",Crime|Drama,1995,https://www.imdb.com/title/tt0115033/?ref_=hm_tpks_tt_i_1_pd_tp103_pbr_ic,tt0115033.png
118,If Lucy Fell,Comedy|Romance,1996,https://www.imdb.com/title/tt0116606/?ref_=hm_tpks_tt_i_1_pd_tp104_pbr_ic,tt0116606.png
119,"Steal Big, Steal Little",Comedy,1995,https://www.imdb.com/title/tt0114536/?ref_=hm_tpks_tt_i_1_pd_tp105_pbr_ic,tt0114536.png
121,"Boys of St. Vincent, The",Drama,1992,https://www.imdb.com/title/tt0106473/?ref_=hm_tpks_tt_i_1_pd_tp106_pbr_ic,tt0106473.png
122,Boomerang,Comedy|Romance,1992,https://www.imdb.com/title/tt0103859/?ref_=hm_tpks_tt_i_1_pd_tp107_pbr_ic,tt0103859.png
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994,https://www.imdb.com/title/tt0109424/?ref_=hm_tpks_tt_i_1_pd_tp108_pbr_ic,tt0109424.png
125,Flirting With Disaster,Comedy,1996,https://www.imdb.com/title/tt0116324/?ref_=hm_tpks_tt_i_1_pd_tp109_pbr_ic,tt0116324.png
126,"NeverEnding Story III, The",Adventure|Children|Fantasy,1994,https://www.imdb.com/title/tt0110647/?ref_=hm_tpks_tt_i_1_pd_tp110_pbr_ic,tt0110647.png
128,Jupiter's Wife,Documentary,1994,https://www.imdb.com/title/tt0110217/?ref_=hm_tpks_tt_i_1_pd_tp111_pbr_ic,tt0110217.png
129,Pie in the Sky,Comedy|Romance,1996,https://www.imdb.com/title/tt0114131/?ref_=hm_tpks_tt_i_1_pd_tp112_pbr_ic,tt0114131.png
132,Jade,Thriller,1995,https://www.imdb.com/title/tt0113451/?ref_=hm_tpks_tt_i_1_pd_tp113_pbr_ic,tt0113451.png
135,Down Periscope,Comedy,1996,https://www.imdb.com/title/tt0116130/?ref_=hm_tpks_tt_i_1_pd_tp114_pbr_ic,tt0116130.png
137,Man of the Year,Documentary,1995,https://www.imdb.com/title/tt0113756/?ref_=hm_tpks_tt_i_1_pd_tp115_pbr_ic,tt0113756.png
140,Up Close and Personal,Drama|Romance,1996,https://www.imdb.com/title/tt0118055/?ref_=hm_tpks_tt_i_1_pd_tp116_pbr_ic,tt0118055.png
141,"Birdcage, The",Comedy,1996,https://www.imdb.com/title/tt0115685/?ref_=hm_tpks_tt_i_1_pd_tp117_pbr_ic,tt0115685.png
144,"Brothers McMullen, The",Comedy,1995,https://www.imdb.com/title/tt0112585/?ref_=hm_tpks_tt_i_1_pd_tp118_pbr_ic,tt0112585.png
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995,https://www.imdb.com/title/tt0112442/?ref_=hm_tpks_tt_i_1_pd_tp119_pbr_ic,tt0112442.png
146,"Amazing Panda Adventure, The",Adventure|Children,1995,https://www.imdb.com/title/tt0112342/?ref_=hm_tpks_tt_i_1_pd_tp120_pbr_ic,tt0112342.png
147,"Basketball Diaries, The",Drama,1995,https://www.imdb.com/title/tt0112461/?ref_=hm_tpks_tt_i_1_pd_tp121_pbr_ic,tt0112461.png
148,"Awfully Big Adventure, An",Drama,1995,https://www.imdb.com/title/tt0112427/?ref_=hm_tpks_tt_i_1_pd_tp122_pbr_ic,tt0112427.png
149,Amateur,Crime|Drama|Thriller,1994,https://www.imdb.com/title/tt0109093/?ref_=hm_tpks_tt_i_1_pd_tp123_pbr_ic,tt0109093.png
150,Apollo 13,Adventure|Drama|IMAX,1995,https://www.imdb.com/title/tt0112384/?ref_=hm_tpks_tt_i_1_pd_tp124_pbr_ic,tt0112384.png
151,Rob Roy,Action|Drama|Romance|War,1995,https://www.imdb.com/title/tt0114287/?ref_=hm_tpks_tt_i_1_pd_tp125_pbr_ic,tt0114287.png
152,"Addiction, The",Drama|Horror,1995,https://www.imdb.com/title/tt0112288/?ref_=hm_tpks_tt_i_1_pd_tp126_pbr_ic,tt0112288.png
153,Batman Forever,Action|Adventure|Comedy|Crime,1995,https://www.imdb.com/title/tt0112462/?ref_=hm_tpks_tt_i_1_pd_tp127_pbr_ic,tt0112462.png
154,Beauty of the Day (Belle de jour),Drama,1967,https://www.imdb.com/title/tt0061395/?ref_=hm_tpks_tt_i_1_pd_tp128_pbr_ic,tt0061395.png
155,Beyond Rangoon,Adventure|Drama|War,1995,https://www.imdb.com/title/tt0112495/?ref_=hm_tpks_tt_i_1_pd_tp129_pbr_ic,tt0112495.png
156,Blue in the Face,Comedy|Drama,1995,https://www.imdb.com/title/tt0112541/?ref_=hm_tpks_tt_i_1_pd_tp130_pbr_ic,tt0112541.png
157,Canadian Bacon,Comedy|War,1995,https://www.imdb.com/title/tt0109370/?ref_=hm_tpks_tt_i_1_pd_tp131_pbr_ic,tt0109370.png
158,Casper,Adventure|Children,1995,https://www.imdb.com/title/tt0112642/?ref_=hm_tpks_tt_i_1_pd_tp132_pbr_ic,tt0112642.png
159,Clockers,Crime|Drama|Mystery,1995,https://www.imdb.com/title/tt0112688/?ref_=hm_tpks_tt_i_1_pd_tp133_pbr_ic,tt0112688.png
160,Congo,Action|Adventure|Mystery|Sci-Fi,1995,https://www.imdb.com/title/tt0112715/?ref_=hm_tpks_tt_i_1_pd_tp134_pbr_ic,tt0112715.png
161,Crimson Tide,Drama|Thriller|War,1995,https://www.imdb.com/title/tt0112740/?ref_=hm_tpks_tt_i_1_pd_tp135_pbr_ic,tt0112740.png
162,Crumb,Documentary,1994,https://www.imdb.com/title/tt0109508/?ref_=hm_tpks_tt_i_1_pd_tp136_pbr_ic,tt0109508.png
163,Desperado,Action|Romance|Western,1995,https://www.imdb.com/title/tt0112851/?ref_=hm_tpks_tt_i_1_pd_tp137_pbr_ic,tt0112851.png
164,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,1995,https://www.imdb.com/title/tt0112857/?ref_=hm_tpks_tt_i_1_pd_tp138_pbr_ic,tt0112857.png
165,Die Hard: With a Vengeance,Action|Crime|Thriller,1995,https://www.imdb.com/title/tt0112864/?ref_=hm_tpks_tt_i_1_pd_tp139_pbr_ic,tt0112864.png
166,"Doom Generation, The",Comedy|Crime|Drama,1995,https://www.imdb.com/title/tt0112887/?ref_=hm_tpks_tt_i_1_pd_tp140_pbr_ic,tt0112887.png
168,First Knight,Action|Drama|Romance,1995,https://www.imdb.com/title/tt0113071/?ref_=hm_tpks_tt_i_1_pd_tp141_pbr_ic,tt0113071.png
169,Free Willy 2: The Adventure Home,Adventure|Children|Drama,1995,https://www.imdb.com/title/tt0113114/?ref_=hm_tpks_tt_i_1_pd_tp142_pbr_ic,tt0113114.png
170,Hackers,Action|Adventure|Crime|Thriller,1995,https://www.imdb.com/title/tt0113243/?ref_=hm_tpks_tt_i_1_pd_tp143_pbr_ic,tt0113243.png
171,Jeffrey,Comedy|Drama,1995,https://www.imdb.com/title/tt0113464/?ref_=hm_tpks_tt_i_1_pd_tp144_pbr_ic,tt0113464.png
172,Johnny Mnemonic,Action|Sci-Fi|Thriller,1995,https://www.imdb.com/title/tt0113481/?ref_=hm_tpks_tt_i_1_pd_tp145_pbr_ic,tt0113481.png
173,Judge Dredd,Action|Crime|Sci-Fi,1995,https://www.imdb.com/title/tt0113492/?ref_=hm_tpks_tt_i_1_pd_tp146_pbr_ic,tt0113492.png
174,Jury Duty,Comedy,1995,https://www.imdb.com/title/tt0113500/?ref_=hm_tpks_tt_i_1_pd_tp147_pbr_ic,tt0113500.png
175,Kids,Drama,1995,https://www.imdb.com/title/tt0113540/?ref_=hm_tpks_tt_i_1_pd_tp148_pbr_ic,tt0113540.png
176,Living in Oblivion,Comedy,1995,https://www.imdb.com/title/tt0113677/?ref_=hm_tpks_tt_i_1_pd_tp149_pbr_ic,tt0113677.png
177,Lord of Illusions,Horror,1995,https://www.imdb.com/title/tt0113690/?ref_=hm_tpks_tt_i_1_pd_tp150_pbr_ic,tt0113690.png
178,Love & Human Remains,Comedy|Drama,1993,https://www.imdb.com/title/tt0107447/?ref_=hm_tpks_tt_i_1_pd_tp151_pbr_ic,tt0107447.png
179,Mad Love,Drama|Romance,1995,https://www.imdb.com/title/tt0113729/?ref_=hm_tpks_tt_i_1_pd_tp152_pbr_ic,tt0113729.png
180,Mallrats,Comedy|Romance,1995,https://www.imdb.com/title/tt0113749/?ref_=hm_tpks_tt_i_1_pd_tp153_pbr_ic,tt0113749.png
181,Mighty Morphin Power Rangers: The Movie,Action|Children,1995,https://www.imdb.com/title/tt0113820/?ref_=hm_tpks_tt_i_1_pd_tp154_pbr_ic,tt0113820.png
183,Mute Witness,Comedy|Horror|Thriller,1994,https://www.imdb.com/title/tt0110604/?ref_=hm_tpks_tt_i_1_pd_tp155_pbr_ic,tt0110604.png
184,Nadja,Drama,1994,https://www.imdb.com/title/tt0110620/?ref_=hm_tpks_tt_i_1_pd_tp156_pbr_ic,tt0110620.png
185,"Net, The",Action|Crime|Thriller,1995,https://www.imdb.com/title/tt0113957/?ref_=hm_tpks_tt_i_1_pd_tp157_pbr_ic,tt0113957.png
186,Nine Months,Comedy|Romance,1995,https://www.imdb.com/title/tt0113986/?ref_=hm_tpks_tt_i_1_pd_tp158_pbr_ic,tt0113986.png
187,Party Girl,Comedy,1995,https://www.imdb.com/title/tt0114095/?ref_=hm_tpks_tt_i_1_pd_tp159_pbr_ic,tt0114095.png
188,"Prophecy, The",Fantasy|Horror|Mystery,1995,https://www.imdb.com/title/tt0114194/?ref_=hm_tpks_tt_i_1_pd_tp160_pbr_ic,tt0114194.png
189,Reckless,Comedy|Fantasy,1995,https://www.imdb.com/title/tt0114241/?ref_=hm_tpks_tt_i_1_pd_tp161_pbr_ic,tt0114241.png
190,Safe,Thriller,1995,https://www.imdb.com/title/tt0114323/?ref_=hm_tpks_tt_i_1_pd_tp162_pbr_ic,tt0114323.png
191,"Scarlet Letter, The",Drama|Romance,1995,https://www.imdb.com/title/tt0114345/?ref_=hm_tpks_tt_i_1_pd_tp163_pbr_ic,tt0114345.png
193,Showgirls,Drama,1995,https://www.imdb.com/title/tt0114436/?ref_=hm_tpks_tt_i_1_pd_tp164_pbr_ic,tt0114436.png
194,Smoke,Comedy|Drama,1995,https://www.imdb.com/title/tt0114478/?ref_=hm_tpks_tt_i_1_pd_tp165_pbr_ic,tt0114478.png
195,Something to Talk About,Comedy|Drama|Romance,1995,https://www.imdb.com/title/tt0114496/?ref_=hm_tpks_tt_i_1_pd_tp166_pbr_ic,tt0114496.png
196,Species,Horror|Sci-Fi,1995,https://www.imdb.com/title/tt0114508/?ref_=hm_tpks_tt_i_1_pd_tp167_pbr_ic,tt0114508.png
